,hgnc.symbol,bin.id
BMP8B,BMP8B,276
OXCT2,OXCT2,276
BMP8B-AS1,BMP8B-AS1,276
LINC02811,LINC02811,276
TRIT1,TRIT1,276
MYCL,MYCL,277
MYCL-AS1,MYCL-AS1,277
MFSD2A,MFSD2A,277
CAP1,CAP1,278
PPT1,PPT1,278
OAZ1P1,OAZ1P1,278
RLF,RLF,279
RNU6-1237P,RNU6-1237P,279
TMCO2,TMCO2,279
ZMPSTE24-DT,ZMPSTE24-DT,279
ZMPSTE24,ZMPSTE24,279
COL9A2,COL9A2,280
SMAP2,SMAP2,280
ZFP69B,ZFP69B,281
ZFP69,ZFP69,281
EXO5-DT,EXO5-DT,281
EXO5,EXO5,281
ZNF684,ZNF684,281
GTF2F2P2,GTF2F2P2,282
RIMS3,RIMS3,282
NFYC-AS1,NFYC-AS1,282
NFYC,NFYC,282
MIR30E,MIR30E,283
MIR30C1,MIR30C1,283
KCNQ4,KCNQ4,283
RN7SL326P,RN7SL326P,283
CITED4,CITED4,284
UBE2V1P8,UBE2V1P8,284
CTPS1,CTPS1,285
SLFNL1-AS1,SLFNL1-AS1,285
SLFNL1,SLFNL1,285
SCMH1,SCMH1,285
RPL23AP17,RPL23AP17,285
SCMH1-DT,SCMH1-DT,286
RPL36AP9,RPL36AP9,287
FOXO6,FOXO6,287
FOXO6-AS1,FOXO6-AS1,287
RNA5SP45,RNA5SP45,288
EDN2,EDN2,288
HIVEP3,HIVEP3,288
HNRNPFP1,HNRNPFP1,292
GUCA2B,GUCA2B,293
GUCA2A,GUCA2A,293
FOXJ3,FOXJ3,293
RIMKLA,RIMKLA,295
ZMYND12,ZMYND12,295
PPCS,PPCS,295
CCDC30,CCDC30,295
RPS3AP11,RPS3AP11,296
TMSB4XP1,TMSB4XP1,296
RNU6-536P,RNU6-536P,296
PPIH,PPIH,297
YBX1,YBX1,297
CLDN19,CLDN19,297
P3H1,P3H1,297
C1orf50,C1orf50,298
C1orf50-AS1,C1orf50-AS1,298
TMEM269,TMEM269,298
SVBP,SVBP,298
ERMAP,ERMAP,298
ZNF691-DT,ZNF691-DT,298
ZNF691,ZNF691,298
MKRN8P,MKRN8P,298
ATP6V1E1P1,ATP6V1E1P1,299
SLC2A1,SLC2A1,299
ATP6V0CP4,ATP6V0CP4,299
SLC2A1-DT,SLC2A1-DT,299
RNU6-880P,RNU6-880P,299
FAM183A,FAM183A,300
EBNA1BP2,EBNA1BP2,300
MIR6733,MIR6733,300
CFAP57,CFAP57,300
RNA5SP46,RNA5SP46,301
TMEM125,TMEM125,301
C1orf210,C1orf210,301
TIE1,TIE1,301
MPL,MPL,302
CDC20-DT,CDC20-DT,302
CDC20,CDC20,302
ELOVL1,ELOVL1,302
MIR6734,MIR6734,302
MED8,MED8,302
MED8-AS1,MED8-AS1,302
SZT2,SZT2,302
SZT2-AS1,SZT2-AS1,302
MIR6735,MIR6735,302
HYI,HYI,302
HYI-AS1,HYI-AS1,303
PTPRF,PTPRF,303
KDM4A,KDM4A,304
KDM4A-AS1,KDM4A-AS1,304
ST3GAL3,ST3GAL3,304
ST3GAL3-AS1,ST3GAL3-AS1,304
MIR6079,MIR6079,305
SHMT1P1,SHMT1P1,305
ARTN,ARTN,306
LINC02918,LINC02918,306
IPO13,IPO13,306
DPH2,DPH2,306
ATP6V0B,ATP6V0B,306
B4GALT2,B4GALT2,306
CCDC24,CCDC24,306
SLC6A9,SLC6A9,306
KRT8P47,KRT8P47,307
RN7SL479P,RN7SL479P,307
KLF17,KLF17,307
KLF18,KLF18,308
OOSP1P1,OOSP1P1,308
DMAP1,DMAP1,308
ERI3,ERI3,308
ERI3-IT1,ERI3-IT1,308
RNU6-369P,RNU6-369P,309
RNF220,RNF220,309
MIR5584,MIR5584,310
TMEM53,TMEM53,311
ARMH1,ARMH1,311
RNU5F-1,RNU5F-1,312
RNU5D-1,RNU5D-1,312
KIF2C,KIF2C,312
RPS8,RPS8,312
SNORD55,SNORD55,312
SNORD46,SNORD46,312
SNORD38A,SNORD38A,312
SNORD38B,SNORD38B,312
RPS15AP11,RPS15AP11,312
BEST4,BEST4,312
PLK3,PLK3,312
DYNLT4,DYNLT4,312
BTBD19,BTBD19,312
PTCH2,PTCH2,312
RNU5E-6P,RNU5E-6P,312
EIF2B3,EIF2B3,313
RNA5SP47,RNA5SP47,313
CCNB1IP1P1,CCNB1IP1P1,314
PPIAP35,PPIAP35,314
MRPS17P1,MRPS17P1,314
HECTD3,HECTD3,314
UROD,UROD,314
ZSWIM5,ZSWIM5,314
OSTCP5,OSTCP5,314
LINC01144,LINC01144,316
HPDL,HPDL,316
MUTYH,MUTYH,316
TOE1,TOE1,316
TESK2,TESK2,316
PPIAP36,PPIAP36,317
CCDC163,CCDC163,317
MMACHC,MMACHC,317
PRDX1,PRDX1,317
HMGB1P48,HMGB1P48,318
AKR1A1,AKR1A1,318
NASP,NASP,318
CCDC17,CCDC17,318
GPBP1L1,GPBP1L1,318
RPS15AP10,RPS15AP10,318
RPL7AP16,RPL7AP16,318
TMEM69,TMEM69,319
IPP,IPP,319
RPL6P1,RPL6P1,319
MAST2,MAST2,319
TMA16P2,TMA16P2,320
PIK3R3,PIK3R3,321
P3R3URF-PIK3R3,P3R3URF-PIK3R3,321
TSPAN1,TSPAN1,322
P3R3URF,P3R3URF,322
POMGNT1,POMGNT1,322
LURAP1,LURAP1,322
RAD54L,RAD54L,323
LRRC41,LRRC41,323
UQCRH,UQCRH,323
NSUN4,NSUN4,323
FAAH,FAAH,324
FAAHP1,FAAHP1,324
LINC01398,LINC01398,324
DMBX1,DMBX1,325
TMEM275,TMEM275,325
MKNK1-AS1,MKNK1-AS1,325
KNCN,KNCN,325
MKNK1,MKNK1,325
MOB3C,MOB3C,325
ATPAF1,ATPAF1,326
NENFP1,NENFP1,326
TEX38,TEX38,326
EFCAB14-AS1,EFCAB14-AS1,326
EFCAB14,EFCAB14,326
CYP4B1,CYP4B1,326
CYP4Z2P,CYP4Z2P,327
TUBAP8,TUBAP8,327
CYP4A11,CYP4A11,327
CYP4A26P,CYP4A26P,328
CYP4A43P,CYP4A43P,328
CYP4A27P,CYP4A27P,328
CYP4A44P,CYP4A44P,328
CYP4X1,CYP4X1,328
CYP4Z1,CYP4Z1,328
TUBAP9,TUBAP9,328
CYP4A22-AS1,CYP4A22-AS1,328
CYP4A22,CYP4A22,329
MTND1P34,MTND1P34,329
LINC00853,LINC00853,329
PDZK1IP1,PDZK1IP1,329
TAL1,TAL1,329
STIL,STIL,330
CMPK1,CMPK1,330
LINC01389,LINC01389,330
FOXE3,FOXE3,331
FOXD2-AS1,FOXD2-AS1,331
FOXD2,FOXD2,331
RPL21P24,RPL21P24,331
ATP6V0E1P4,ATP6V0E1P4,332
LINC01738,LINC01738,333
TRABD2B,TRABD2B,333
LINC02794,LINC02794,335
CYP46A4P,CYP46A4P,336
SKINT1L,SKINT1L,336
SLC5A9,SLC5A9,337
SPATA6,SPATA6,337
PPP1R8P1,PPP1R8P1,337
RNU6-723P,RNU6-723P,337
RNU4-61P,RNU4-61P,338
AGBL4,AGBL4,339
BEND5,BEND5,340
AGBL4-AS1,AGBL4-AS1,344
AGBL4-IT1,AGBL4-IT1,345
ZNF859P,ZNF859P,348
MTND2P29,MTND2P29,349
ELAVL4,ELAVL4,349
ELAVL4-AS1,ELAVL4-AS1,350
LINC02808,LINC02808,351
HMGB1P45,HMGB1P45,352
FCF1P6,FCF1P6,352
DMRTA2,DMRTA2,352
FAF1,FAF1,352
FAF1-AS1,FAF1-AS1,353
RNU6-1026P,RNU6-1026P,353
PHB1P12,PHB1P12,355
MRPS6P2,MRPS6P2,355
CDKN2C,CDKN2C,356
MIR4421,MIR4421,357
MIR6500,MIR6500,357
C1orf185,C1orf185,357
CFL1P2,CFL1P2,358
LINC01562,LINC01562,358
RNF11,RNF11,358
TTC39A,TTC39A,359
TTC39A-AS1,TTC39A-AS1,359
EPS15,EPS15,359
RNU6-877P,RNU6-877P,359
EPS15-AS1,EPS15-AS1,360
RNU6-1281P,RNU6-1281P,360
CALR4P,CALR4P,361
OSBPL9,OSBPL9,361
GAPDHP51,GAPDHP51,362
SLC25A6P3,SLC25A6P3,362
NRDC,NRDC,362
MIR761,MIR761,363
TSEN15P2,TSEN15P2,363
RAB3B,RAB3B,363
RNA5SP48,RNA5SP48,364
RN7SL290P,RN7SL290P,364
TXNDC12,TXNDC12,364
KTI12,KTI12,364
TXNDC12-AS1,TXNDC12-AS1,364
BTF3L4,BTF3L4,364
ZFYVE9,ZFYVE9,365
RN7SL788P,RN7SL788P,365
PDCL3P6,PDCL3P6,365
DNAJC19P7,DNAJC19P7,366
ANAPC10P1,ANAPC10P1,366
CC2D1B,CC2D1B,366
PLA2G12AP1,PLA2G12AP1,366
ORC1,ORC1,366
PRPF38A,PRPF38A,367
TUT4,TUT4,367
EEF1GP7,EEF1GP7,368
GPX7,GPX7,368
SHISAL2A,SHISAL2A,368
COA7,COA7,369
NDUFS5P3,NDUFS5P3,369
RN7SL62P,RN7SL62P,369
ZYG11B,ZYG11B,369
RNU2-30P,RNU2-30P,369
RPS13P2,RPS13P2,369
RNU6-969P,RNU6-969P,370
ZYG11A,ZYG11A,370
ECHDC2,ECHDC2,370
SCP2,SCP2,370
H3P2,H3P2,371
RRAS2P1,RRAS2P1,371
TUBBP10,TUBBP10,371
PODN,PODN,371
HIGD1AP11,HIGD1AP11,372
SLC1A7,SLC1A7,372
CPT2,CPT2,372
CZIB,CZIB,373
CZIB-DT,CZIB-DT,373
MAGOH,MAGOH,373
MAGOH-DT,MAGOH-DT,373
LRP8,LRP8,373
LRP8-DT,LRP8-DT,373
LINC02812,LINC02812,374
SLC25A3P1,SLC25A3P1,374
DMRTB1,DMRTB1,374
GLIS1,GLIS1,375
RNU7-95P,RNU7-95P,376
NDC1,NDC1,377
YIPF1,YIPF1,377
DIO1,DIO1,377
HSPB11,HSPB11,378
LRRC42,LRRC42,378
HNRNPA3P12,HNRNPA3P12,378
LDLRAD1,LDLRAD1,378
TMEM59,TMEM59,378
TCEANC2,TCEANC2,379
MIR4781,MIR4781,379
CDCP2,CDCP2,379
CYB5RL,CYB5RL,380
MRPL37,MRPL37,380
SSBP3,SSBP3,380
SSBP3-AS1,SSBP3-AS1,380
LINC02784,LINC02784,382
HNRNPA1P63,HNRNPA1P63,382
ACOT11,ACOT11,382
FAM151A,FAM151A,383
MROH7,MROH7,383
MROH7-TTC4,MROH7-TTC4,383
TTC4,TTC4,383
PARS2,PARS2,384
TTC22,TTC22,384
LEXM,LEXM,384
DHCR24,DHCR24,384
DHCR24-DT,DHCR24-DT,385
TMEM61,TMEM61,385
BSND,BSND,386
PCSK9,PCSK9,386
USP24,USP24,386
MIR4422HG,MIR4422HG,387
GYG1P3,GYG1P3,387
MIR4422,MIR4422,387
GOT2P1,GOT2P1,388
MTCO2P34,MTCO2P34,388
RN7SKP291,RN7SKP291,388
RNU6-830P,RNU6-830P,388
LINC01755,LINC01755,392
LINC01753,LINC01753,392
PIGQP1,PIGQP1,392
RPSAP20,RPSAP20,394
LINC01767,LINC01767,396
PLPP3,PLPP3,396
RPL21P23,RPL21P23,397
RPL23AP85,RPL23AP85,397
PRKAA2,PRKAA2,397
FYB2,FYB2,398
C8A,C8A,399
C8B,C8B,400
DAB1,DAB1,400
RPS20P5,RPS20P5,404
DAB1-AS1,DAB1-AS1,406
HNRNPA1P6,HNRNPA1P6,408
RPS26P15,RPS26P15,408
OMA1,OMA1,410
RN7SL713P,RN7SL713P,411
TACSTD2,TACSTD2,411
MYSM1,MYSM1,412
JUN,JUN,413
LINC01135,LINC01135,413
LINC02777,LINC02777,414
LINC01358,LINC01358,414
PHB1P3,PHB1P3,414
FGGY-DT,FGGY-DT,415
FGGY,FGGY,417
MIR4711,MIR4711,420
HOOK1,HOOK1,420
CYP2J2,CYP2J2,421
RN7SL475P,RN7SL475P,421
C1orf87,C1orf87,422
PGBD4P8,PGBD4P8,422
LINC02778,LINC02778,422
LINC01748,LINC01748,425
NFIA,NFIA,428
NFIA-AS2,NFIA-AS2,428
NFIA-AS1,NFIA-AS1,431
TM2D1,TM2D1,434
PATJ-DT,PATJ-DT,434
PATJ,PATJ,434
RNU6-414P,RNU6-414P,435
RNU6-1177P,RNU6-1177P,435
LAMTOR5P1,LAMTOR5P1,436
RN7SL180P,RN7SL180P,437
MIR3116-1,MIR3116-1,437
MIR3116-2,MIR3116-2,437
PIGPP2,PIGPP2,437
RPS15AP7,RPS15AP7,437
L1TD1,L1TD1,438
KANK4,KANK4,438
RNU6-371P,RNU6-371P,438
USP1,USP1,439
DOCK7,DOCK7,439
ANGPTL3,ANGPTL3,440
DOCK7-DT,DOCK7-DT,441
ATG4C,ATG4C,442
LINC01739,LINC01739,443
LINC00466,LINC00466,445
RNA5SP49,RNA5SP49,445
RPSAP65,RPSAP65,445
FOXD3-AS1,FOXD3-AS1,446
FOXD3,FOXD3,446
MIR6068,MIR6068,446
ALG6,ALG6,446
ITGB3BP,ITGB3BP,447
EFCAB7,EFCAB7,447
RN7SL488P,RN7SL488P,447
RNU7-123P,RNU7-123P,447
DLEU2L,DLEU2L,447
PGM1,PGM1,448
RN7SL130P,RN7SL130P,448
ROR1,ROR1,449
CFL1P3,CFL1P3,449
RNU6-809P,RNU6-809P,451
ROR1-AS1,ROR1-AS1,451
UBE2U,UBE2U,452
RNU7-62P,RNU7-62P,453
CACHD1,CACHD1,454
MIR4794,MIR4794,455
RAVER2,RAVER2,456
JAK1,JAK1,457
LINC01359,LINC01359,458
SLC2A3P2,SLC2A3P2,458
RNU6-1176P,RNU6-1176P,458
MIR3671,MIR3671,458
MIR101-1,MIR101-1,458
MRPS21P1,MRPS21P1,459
AK4,AK4,459
RPS29P7,RPS29P7,459
DNAJC6,DNAJC6,460
COX6CP13,COX6CP13,460
RNU2-15P,RNU2-15P,461
LEPROT,LEPROT,461
LEPR,LEPR,461
RN7SL854P,RN7SL854P,463
PDE4B,PDE4B,463
PDE4B-AS1,PDE4B-AS1,465
RNU4-88P,RNU4-88P,466
SGIP1,SGIP1,469
MIR3117,MIR3117,469
DYNLT5,DYNLT5,470
INSL5,INSL5,471
DNAI4,DNAI4,471
MIER1,MIER1,472
SLC35D1,SLC35D1,472
C1orf141,C1orf141,473
IL23R,IL23R,473
RNU6-586P,RNU6-586P,474
RNU4ATAC4P,RNU4ATAC4P,474
DNAJB6P4,DNAJB6P4,474
IL12RB2,IL12RB2,474
SERBP1,SERBP1,475
RNU6-387P,RNU6-387P,475
LINC01702,LINC01702,476
RNU6-1031P,RNU6-1031P,476
RN7SL392P,RN7SL392P,477
HNRNPCP9,HNRNPCP9,477
GADD45A,GADD45A,477
GNG12,GNG12,477
RNU7-80P,RNU7-80P,478
GNG12-AS1,GNG12-AS1,478
DIRAS3,DIRAS3,480
ARL5AP3,ARL5AP3,480
WLS,WLS,480
CTBP2P8,CTBP2P8,481
MIR1262,MIR1262,481
RPS7P4,RPS7P4,481
COX6B1P7,COX6B1P7,481
ELOCP18,ELOCP18,482
RPE65,RPE65,483
DEPDC1,DEPDC1,483
DEPDC1-AS1,DEPDC1-AS1,483
TXNP2,TXNP2,483
LINC01707,LINC01707,487
LINC02791,LINC02791,488
LINC01758,LINC01758,490
LRRC7,LRRC7,491
SGO1P1,SGO1P1,491
RN7SL538P,RN7SL538P,493
PIN1P1,PIN1P1,493
LRRC7-AS1,LRRC7-AS1,494
LRRC40,LRRC40,495
RN7SL242P,RN7SL242P,495
SRSF11,SRSF11,495
ANKRD13C,ANKRD13C,496
HHLA3,HHLA3,496
HHLA3-AS1,HHLA3-AS1,496
CTH,CTH,497
CHORDC1P5,CHORDC1P5,498
CASP3P1,CASP3P1,498
LINC01788,LINC01788,499
PTGER3,PTGER3,500
ZRANB2-AS1,ZRANB2-AS1,501
ZRANB2,ZRANB2,501
MIR186,MIR186,501
ZRANB2-DT,ZRANB2-DT,502
NEGR1,NEGR1,504
NEGR1-IT1,NEGR1-IT1,507
GDI2P2,GDI2P2,510
RPL31P12,RPL31P12,510
RNU6-1246P,RNU6-1246P,513
LINC02796,LINC02796,514
LINC02797,LINC02797,514
KRT8P21,KRT8P21,516
RN7SKP19,RN7SKP19,517
LINC01360,LINC01360,518
LINC02238,LINC02238,520
RNA5SP50,RNA5SP50,521
RNU4ATAC8P,RNU4ATAC8P,522
LRRIQ3,LRRIQ3,523
FPGT-TNNI3K,FPGT-TNNI3K,524
FPGT,FPGT,524
TNNI3K,TNNI3K,524
LRRC53,LRRC53,526
ERICH3,ERICH3,527
ERICH3-AS1,ERICH3-AS1,527
CRYZ,CRYZ,528
TYW3,TYW3,528
LHX8,LHX8,531
RNU6-622P,RNU6-622P,531
SLC44A5,SLC44A5,531
RNU6-503P,RNU6-503P,534
ACADM,ACADM,535
DLSTP1,DLSTP1,535
RABGGTB,RABGGTB,535
SNORD45C,SNORD45C,535
SNORD45A,SNORD45A,535
SNORD45B,SNORD45B,535
MSH4,MSH4,535
ASB17,ASB17,536
ST6GALNAC3,ST6GALNAC3,537
TPI1P1,TPI1P1,542
RNU6-161P,RNU6-161P,542
LINC02567,LINC02567,542
ST6GALNAC5,ST6GALNAC5,543
MIR7156,MIR7156,545
PIGK,PIGK,545
AK5,AK5,546
RNU7-8P,RNU7-8P,547
ZZZ3,ZZZ3,548
RNA5SP20,RNA5SP20,549
RN7SL370P,RN7SL370P,549
USP33,USP33,549
ACTG1P21,ACTG1P21,550
MIGA1,MIGA1,550
RNA5SP21,RNA5SP21,550
NSRP1P1,NSRP1P1,550
HSPE1P25,HSPE1P25,550
NEXN-AS1,NEXN-AS1,550
NEXN,NEXN,551
FUBP1,FUBP1,551
DNAJB4,DNAJB4,551
GIPC2,GIPC2,551
RNU6-1102P,RNU6-1102P,552
RNA5SP22,RNA5SP22,552
RNFT1P2,RNFT1P2,553
PTGFR,PTGFR,553
RNA5SP23,RNA5SP23,554
IFI44L,IFI44L,556
IFI44,IFI44,556
ADGRL4,ADGRL4,558
PSAT1P3,PSAT1P3,559
LINC02792,LINC02792,561
ADH5P2,ADH5P2,562
HMGB1P18,HMGB1P18,568
HNRNPA1P64,HNRNPA1P64,569
LINC01781,LINC01781,570
MTND2P30,MTND2P30,573
RPL7P10,RPL7P10,574
RN7SKP247,RN7SKP247,575
ADGRL2,ADGRL2,575
HNRNPA3P14,HNRNPA3P14,576
ARID3BP1,ARID3BP1,576
MED28P8,MED28P8,577
ST13P20,ST13P20,578
LINC01362,LINC01362,587
LINC01361,LINC01361,587
LINC01712,LINC01712,589
LINC01725,LINC01725,590
TTLL7,TTLL7,592
TTLL7-IT1,TTLL7-IT1,593
PRKACB-DT,PRKACB-DT,594
PRKACB,PRKACB,594
TXN2P1,TXN2P1,594
NEDD8P1,NEDD8P1,595
SAMD13,SAMD13,595
UOX,UOX,596
DNASE2B,DNASE2B,596
RPF1,RPF1,596
GNG5,GNG5,597
SPATA1,SPATA1,597
CTBS,CTBS,597
LINC01555,LINC01555,598
SSX2IP,SSX2IP,598
LPAR3,LPAR3,599
MCOLN2,MCOLN2,600
DNAI3,DNAI3,600
MCOLN3,MCOLN3,600
MIR4423,MIR4423,601
SYDE2,SYDE2,601
C1orf52,C1orf52,602
BCL10,BCL10,602
BCL10-AS1,BCL10-AS1,602
DDAH1,DDAH1,603
CCN1,CCN1,604
ZNHIT6,ZNHIT6,605
COL24A1,COL24A1,605
RNA5SP51,RNA5SP51,606
LINC02795,LINC02795,609
ODF2L,ODF2L,610
MIR7856,MIR7856,610
CLCA2,CLCA2,610
CLCA1,CLCA1,611
CLCA4,CLCA4,611
CDCA4P2,CDCA4P2,611
CLCA4-AS1,CLCA4-AS1,611
CLCA3P,CLCA3P,612
SH3GLB1,SH3GLB1,612
SELENOF,SELENOF,613
HS2ST1,HS2ST1,614
LINC01140,LINC01140,615
LINC02801,LINC02801,616
LMO4,LMO4,617
LINC01364,LINC01364,617
RNA5SP52,RNA5SP52,618
PKN2-AS1,PKN2-AS1,619
RN7SL583P,RN7SL583P,625
RPL36AP10,RPL36AP10,626
PKN2,PKN2,627
RNU6-125P,RNU6-125P,628
ELOCP19,ELOCP19,628
GTF2B,GTF2B,628
KYAT3,KYAT3,628
RBMXL1,RBMXL1,629
GBP3,GBP3,629
GBP1,GBP1,629
PTGES3P1,PTGES3P1,630
GBP2,GBP2,630
GBP7,GBP7,630
GBP4,GBP4,630
GBP5,GBP5,631
GBP6,GBP6,632
CAPNS1P1,CAPNS1P1,632
GBP1P1,GBP1P1,632
LRRC8B,LRRC8B,633
LRRC8C-DT,LRRC8C-DT,633
LRRC8C,LRRC8C,633
LRRC8D-DT,LRRC8D-DT,635
LRRC8D,LRRC8D,635
RN7SKP272,RN7SKP272,636
GEMIN8P4,GEMIN8P4,636
ZNF326,ZNF326,636
RNU6-695P,RNU6-695P,638
LINC02787,LINC02787,640
SNORD3G,SNORD3G,641
BARHL2,BARHL2,641
LINC02609,LINC02609,642
LINC02788,LINC02788,642
LINC01763,LINC01763,642
PHKA1P1,PHKA1P1,642
ZNF644,ZNF644,643
RPL5P6,RPL5P6,643
HFM1,HFM1,645
FEN1P1,FEN1P1,646
CDC7,CDC7,647
WDR82P2,WDR82P2,647
HSP90B3P,HSP90B3P,648
TGFBR3,TGFBR3,648
RN7SL653P,RN7SL653P,649
BRDT,BRDT,650
EPHX4,EPHX4,651
LPCAT2BP,LPCAT2BP,651
SETSIP,SETSIP,651
BTBD8,BTBD8,651
GAPDHP46,GAPDHP46,651
PRKAR1AP1,PRKAR1AP1,651
C1orf146,C1orf146,652
ACTBP12,ACTBP12,652
GLMN,GLMN,652
RPAP2,RPAP2,653
RN7SL824P,RN7SL824P,653
GFI1,GFI1,654
EVI5,EVI5,654
HMGB3P9,HMGB3P9,655
RNU4-59P,RNU4-59P,655
H3P3,H3P3,656
CCNJP2,CCNJP2,656
RPL5,RPL5,656
DIPK1A,DIPK1A,656
SNORD21,SNORD21,656
SNORA66,SNORA66,656
RNU6-970P,RNU6-970P,657
RN7SL692P,RN7SL692P,657
RNU6-210P,RNU6-210P,658
RN7SKP123,RN7SKP123,658
MTF2,MTF2,658
TMED5,TMED5,659
CCDC18,CCDC18,659
RPL36AP11,RPL36AP11,659
CCDC18-AS1,CCDC18-AS1,660
DR1,DR1,660
FNBP1L,FNBP1L,661
RNA5SP53,RNA5SP53,661
BCAR3,BCAR3,662
BCAR3-AS1,BCAR3-AS1,662
MIR760,MIR760,664
DNTTIP2,DNTTIP2,664
GCLM,GCLM,664
CHCHD2P5,CHCHD2P5,664
MTND4P11,MTND4P11,664
MTND3P21,MTND3P21,664
MTCO3P21,MTCO3P21,664
MTATP6P13,MTATP6P13,664
MTCO2P21,MTCO2P21,664
MTCO1P21,MTCO1P21,664
ABCA4,ABCA4,665
ARHGAP29,ARHGAP29,666
RN7SL440P,RN7SL440P,666
ARHGAP29-AS1,ARHGAP29-AS1,667
GAPDHP29,GAPDHP29,667
ABCD3,ABCD3,668
F3,F3,669
SLC44A3-AS1,SLC44A3-AS1,669
KATNBL1P2,KATNBL1P2,669
MIR378G,MIR378G,670
SLC44A3,SLC44A3,671
CNN3,CNN3,671
CNN3-DT,CNN3-DT,672
ALG14,ALG14,672
ALG14-AS1,ALG14-AS1,672
TLCD4,TLCD4,673
TLCD4-RWDD3,TLCD4-RWDD3,673
RWDD3-DT,RWDD3-DT,673
RWDD3,RWDD3,674
LINC01760,LINC01760,674
LINC01650,LINC01650,675
LINC01761,LINC01761,675
LINC02607,LINC02607,676
LINC02790,LINC02790,679
RNU1-130P,RNU1-130P,681
LINC01787,LINC01787,681
UBE2WP1,UBE2WP1,682
EEF1A1P11,EEF1A1P11,682
RN7SL831P,RN7SL831P,683
NDUFS5P2,NDUFS5P2,683
RPL7P9,RPL7P9,684
RN7SKP270,RN7SKP270,684
PTBP2,PTBP2,684
DPYD,DPYD,687
DPYD-AS1,DPYD-AS1,687
DPYD-IT1,DPYD-IT1,689
SEC63P1,SEC63P1,690
RPL26P9,RPL26P9,691
DPYD-AS2,DPYD-AS2,692
MIR137HG,MIR137HG,693
MIR2682,MIR2682,694
MIR137,MIR137,694
NFU1P2,NFU1P2,694
LINC01776,LINC01776,695
SNX7,SNX7,698
PLPPR5,PLPPR5,700
PLPPR5-AS1,PLPPR5-AS1,701
PLPPR4,PLPPR4,703
LINC01708,LINC01708,704
PALMD,PALMD,706
HMGB3P10,HMGB3P10,706
FRRS1,FRRS1,706
RNU4-75P,RNU4-75P,707
AGL,AGL,707
SLC35A3,SLC35A3,708
RNU6-750P,RNU6-750P,708
RNU6-1318P,RNU6-1318P,708
MFSD14A,MFSD14A,708
SASS6,SASS6,709
TRMT13,TRMT13,709
LRRC39,LRRC39,709
DBT,DBT,709
RPL23AP90,RPL23AP90,710
BRI3P1,BRI3P1,710
RTCA-AS1,RTCA-AS1,710
RTCA,RTCA,710
MIR553,MIR553,710
CDC14A,CDC14A,711
BCAS2P2,BCAS2P2,711
GPR88,GPR88,712
RPL7AP17,RPL7AP17,712
LINC01349,LINC01349,713
RPL36AP12,RPL36AP12,713
VCAM1,VCAM1,713
EXTL2,EXTL2,714
SLC30A7,SLC30A7,715
HNRNPA1P68,HNRNPA1P68,715
DPH5,DPH5,715
DPH5-DT,DPH5-DT,716
S1PR1-DT,S1PR1-DT,717
S1PR1,S1PR1,717
PPIAP7,PPIAP7,717
LINC01307,LINC01307,718
LINC01709,LINC01709,720
RNU6-965P,RNU6-965P,721
RPSAP19,RPSAP19,721
OLFM3,OLFM3,721
RNU6-352P,RNU6-352P,722
DNAJA1P5,DNAJA1P5,722
COL11A1,COL11A1,729
SOD2P1,SOD2P1,730
RNPC3-DT,RNPC3-DT,733
RN7SKP285,RN7SKP285,734
RNPC3,RNPC3,734
AMY2B,AMY2B,734
ACTG1P4,ACTG1P4,734
AMY2A,AMY2A,734
AMY1A,AMY1A,734
AMY1B,AMY1B,734
AMYP1,AMYP1,734
AMY1C,AMY1C,734
FTLP17,FTLP17,737
CDK4P1,CDK4P1,746
LINC01676,LINC01676,747
SEPTIN2P1,SEPTIN2P1,748
LINC01677,LINC01677,750
MTATP6P14,MTATP6P14,756
MTCO1P14,MTCO1P14,756
LINC01661,LINC01661,756
PRMT6,PRMT6,758
NTNG1,NTNG1,758
NDUFA4P1,NDUFA4P1,761
VAV3,VAV3,762
MIR7852,MIR7852,764
VAV3-AS1,VAV3-AS1,764
LINC02785,LINC02785,765
SLC25A24,SLC25A24,766
NBPF4,NBPF4,766
SLC25A24P1,SLC25A24P1,766
NBPF5P,NBPF5P,767
SLC25A24P2,SLC25A24P2,767
NBPF6,NBPF6,767
ST13P21,ST13P21,767
FAM102B,FAM102B,767
HENMT1,HENMT1,768
PRPF38B,PRPF38B,768
FNDC7,FNDC7,768
STXBP3,STXBP3,769
AKNAD1,AKNAD1,769
SPATA42,SPATA42,769
GPSM2,GPSM2,769
CLCC1,CLCC1,770
WDR47,WDR47,770
RANP5,RANP5,771
TAF13,TAF13,771
TMEM167B-DT,TMEM167B-DT,771
TMEM167B,TMEM167B,771
SCARNA2,SCARNA2,771
CFAP276,CFAP276,771
ELAPOR1,ELAPOR1,771
SARS1,SARS1,772
CELSR2,CELSR2,772
PSRC1,PSRC1,772
MYBPHL,MYBPHL,773
SORT1,SORT1,773
PSMA5,PSMA5,773
SYPL2,SYPL2,774
ATXN7L2,ATXN7L2,774
CYB561D1,CYB561D1,774
AMIGO1,AMIGO1,774
GPR61,GPR61,774
GNAI3,GNAI3,774
RNU6V,RNU6V,775
MIR197,MIR197,775
GNAT2,GNAT2,775
AMPD2,AMPD2,775
RPL7P8,RPL7P8,775
GSTM4,GSTM4,775
GSTM2,GSTM2,775
GSTM1,GSTM1,775
